# Сложность Легко
## Сложность Легко, Симметрия Без симметрии
3 0 4 050348020003219400020000080978020563300705002215030749060000030001684200090153070 157348926683219457429567381978421563346795812215836749564972138731684295892153674 78817f5f
3 0 4 230000056405136207609725804008000300700304009003000600306592408102847903890000025 237489156485136297619725834568971342721364589943258671376592418152847963894613725 2c198f18
3 0 4 100405003080691070950070012710208049005907200290304081620080054030142060400506008 167425893382691475954873612713268549845917236296354781621789354538142967479536128 b5598925
3 0 4 230905067706000904109000205300612008074080310800437006407000603903000801520803049 238945167756128934149376285395612478674589312812437596487291653963754821521863749 af80f65e
3 0 4 230080041015296730800040002600459007020000010300721006100060009062375180540010073 236587941415296738897143562681459327729638415354721896173864259962375184548912673 13a88e13
3 0 4 000000000120549078796010345900804001008905400200103009381050796460791053000000000 854637912123549678796218345935874261618925437247163589381452796462791853579386124 3ffe6638
3 0 4 060807040000020000231060879605142903090308060304679205758010694000090000020504030 569837142847921356231465879675142983192358467384679215758213694413796528926584731 26d0aca8
3 0 4 000407000007509600309000408413060589820010046796040123504000807001304900000108000 168437295247589631359621478413762589825913746796845123534296817681374952972158364 83849118
3 0 4 010050090980104067063709120405090206830000079206040301027908640140605032050020010 714256893982134567563789124475391286831562479296847351327918645148675932659423718 23aac606
3 0 4 600409002004608300290751086060905040500103007040207030450812093001304600900506004 685439172714628359293751486367985241528143967149267538456812793871394625932576814 4f8c457c
3 0 4 004000700320407059910050046008109600042568190009203400280090071470305068005000200 854936712326417859917852346538149627742568193169273485283694571471325968695781234 91e5d7cd
3 0 4 000395000160020053032000470014807590070901040098502130086000910950070026000619000 847395261169724853532186479314867592275931648698542137786253914951478326423619785 b6aea107
3 0 4 602897305000060000895020716180506027700309004450702083947030561000050000501974208 612897345374165892895423716183546927726389154459712683947238561238651479561974238 284d22fa
3 0 4 082134560004572800005000400208709605610000024307206108003000900006925300091387250 782134569964572813135698472248719635619853724357246198523461987876925341491387256 f4209ac2
3 0 4 100000005320040081095306740601873409000020000702695803073904160580060034400000007 164782395327549681895316742651873429938421576742695813273954168589167234416238957 d2d7cabd
3 0 4 000030000102605709504807103421050398900010004673080215806301502205904807000020000 789132456132645789564897123421756398958213674673489215896371542215964837347528961 fb798b6a
3 0 4 053000680000603000697581234071020940940000026065030870539172468000309000012000590 153247689824693157697581234371826945948715326265934871539172468486359712712468593 5846cde0
3 0 4 005080200000405000897106345270803059509010706640907032962708514000602000004090600 415389267326475891897126345271863459539214786648957132962738514153642978784591623 fd26c4b3
3 0 4 457368912900245003006000800700401005045030720300502008003000200600753001874129536 457368912981245673236917854728491365145836729369572148513684297692753481874129536 d499847b
3 0 4 400080003000304000908102605310946078009020500280517036706405801000208000800060002 457689123162354789938172645315946278679823514284517936726435891541298367893761452 2323ae35
3 0 4 130807092980503067005090300006070200090000040007040600008050900350409076260708054 134867592982513467675294318416375289593682741827941635748156923351429876269738154 8950ce9d
3 0 4 009128300800030005347695812200000004035901720900000003153469278600070001004813500 569128347812734695347695812271356984435981726986247153153469278698572431724813569 7c79434
3 0 4 004000200962408751000627000070805010001763500050102090000389000139504682007000900 784951263962438751315627849273895416491763528658142397526389174139574682847216935 e3fd951f
3 0 4 050804020602703904740502016830000071006000300920000085260908047307105208010607030 159864723682713954743592816834259671576481392921376485265938147397145268418627539 4799ef0d
3 0 4 860000075002304600704080103275403896010902040649708312906030704007506200530000068 863129475152374689794685123275413896318962547649758312926831754487596231531247968 e70ea901
3 0 4 002708100100406002090205070413080925058902730279050648080504060700809003006103800 562738194137496582894215376413687925658942731279351648381574269725869413946123857 c439f955
3 0 4 862090413094000560007104800903050604486000351205040908008902700031000280729080146 862597413194238567357164892973851624486729351215643978648912735531476289729385146 6418c9e7
3 0 4 350010096620000014904020507700438005846201973200967001103090402460000059570040038 357814296628579314914326587791438625846251973235967841183795462462183759579642138 e76e1bc4
3 0 4 860419073714508269000000000603205901040000080109804307000000000256103798930687025 862419573714538269395726814683275941547391682129864357478952136256143798931687425 82c560f8
3 0 4 107000304000731000009842100465020871031408620892010435003285700000394000208000903 127569384684731592359842167465923871731458629892617435913285746576394218248176953 31d813e4
3 0 4 000109000007030400039070860842613579560000084971854236084020910005080600000907000 458169723617238495239475861842613579563792184971854236384526917795381642126947358 7c5935a
3 0 4 000000000120508079698721534961030247800000001754090368216384795340209086000000000 475963812123548679698721534961835247832476951754192368216384795347259186589617423 c21866f3
3 0 4 050107040704000308209608507087902450000060000021305980902406105305000804040503070 856137249714259368239648517687912453593864721421375986972486135365721894148593672 4c245901
3 0 4 080000060306714802004802100540106078100050009620407051007608500805349706060000080 281935467356714892794862135543196278178253649629487351937628514815349726462571983 bfdb0230
3 0 4 600408007320567091890000045031000450042701380086000710150000024270345068400902003 615498237324567891897123645731689452942751386586234719153876924279345168468912573 682053a
3 0 4 000000000035801720007425100608297503702000901309614207004158300071306890000000000 126739458435861729897425136618297543742583961359614287964158372271346895583972614 4ecefaf8
3 0 4 105000607300507002700123008831040729209000304547030186900418005600209003402000801 125894637384567912796123548831645729269781354547932186973418265618259473452376891 b38b5109
3 0 4 250309048010080070007401200124607853000834000938105467001208700070040080680703024 256379148413582679897461235124697853765834912938125467341258796572946381689713524 cc18d31b
3 0 4 200891007040000090008070500509407608076982430804105209001020700080000050700548006 265891347347256891918374562529437618176982435834165279451629783682713954793548126 84f379f
3 0 4 487010923006309800000408000804060307060947050902030104000103000008704500145080739 487516923216379845593428671854261397361947258972835164729153486638794512145682739 671dcae6
3 0 4 000459000530108069897000145025906780000000000068702530452000816670804053000615000 216459378534178269897263145125936784743581692968742531452397816671824953389615427 968ee58c
3 0 4 000897000506302709807060204008124500702000801001978400104080302309205607000436000 423897165516342789897561234938124576742653891651978423164789352389215647275436918 1f9c417b
3 0 4 057030460200040009804000205410203057075401890620805041501000906700050004046080520 157932468263548719894716235418293657375461892629875341581324976732659184946187523 ea1e93a2
3 0 4 136985724005000800807204106040090010003708400080010060904803201008000900271549683 136985724425671839897234156742396518613758492589412367954863271368127945271549683 aaa799cd
3 0 4 309040705708539604000627000071000540000164000046000180000976000807253401605010207 369841725728539614154627839971382546583164972246795183412976358897253461635418297 2320c754
3 0 4 100000009438000267795602138240901086000060000650403092369104875512000943800000001 126738459438519267795642138247951386983267514651483792369124875512876943874395621 a6235abb
3 0 4 010000030640782091005010200458107963060805020729604815002060300980273056030000040 217549638643782591895316274458127963361895427729634815572461389984273156136958742 d04c03c0
3 0 4 007000800284501679039070510091706350020000040058309260073090120945203786002000400 517962834284531679639478512491726358326185947758349261873694125945213786162857493 bd56ec7c
3 0 4 089604370207000405341000689604030201000401000802060703975000836108000504036905120 589614372267893415341257689694738251753421968812569743975142836128376594436985127 142251d3
3 0 4 304678902810253067072000380000506000060927030000304000096000840130849056208165703 354678912819253467672491385923586174461927538785314629596732841137849256248165793 b21609cc
3 0 4 682579134970403056003206700004000500000835000008000900005908300720304061836127495 682579134971483256543216789364792518197835642258641973415968327729354861836127495 112dbc08
3 0 4 009000600624107389500000004005481900860739052007265100400000001176908523008000700 789324615624157389513896274235481967861739452947265138452673891176948523398512746 1fcc8226
3 0 4 080523090536000278000768000043050710600000002019030860000471000174000586090685040 487523691536149278921768354243856719658917432719234865865471923174392586392685147 cbd3f46a
3 0 4 471080256060000040005647100500768004080409070900531008003894700090000060724010895 471983256869152347235647189512768934386429571947531628653894712198275463724316895 794324d6
3 0 4 009030100378010256450000089006308500530601028002507600180000063627080915003050800 269835147378914256451762389716328594534691728892547631185279463627483915943156872 bde7342f
3 0 4 085326970030107060000000000140579086093000720560238019000000000010702030026491850 485326971239147568671985243142579386893614725567238419754863192918752634326491857 e44534d6
3 0 4 000961000900050008670000094026513780198040235037298460840000076700020003000874000 284961357913457628675382194426513789198746235537298461842135976751629843369874512 1670d078
3 0 4 000734000013859620790162045027000510000000000031000460840615073075423980000978000 256734891413859627798162345927346518684591732531287469849615273175423986362978154 b05a5da7
3 0 4 781209345324000691600304002000020000912000836000030000100608009478000563269703418 781269345324587691695314782837926154912475836546831927153648279478192563269753418 c4890c88
3 0 4 000020000905601708672503914340108069560402071120307085214805693703906802000030000 481729536935641728672583914347158269568492371129367485214875693753916842896234157 69d3726f
3 0 4 300040009046000120091305460658973214000000000123458697037501840069000750400060002 382146579546789123791325468658973214974612385123458697237591846869234751415867932 897695ea
3 0 4 120030097304000108790000064006492700010000030007813600580000073203000406640050081 128634597364579128795128364836492715412765839957813642581246973273981456649357281 76435ca
3 0 4 120050048034608910090000050410209067003080200950706083060000030049305820380010079 126953748534678912897124356418239567673581294952746183261897435749365821385412679 36588a54
3 0 4 004879200008000900320415087031906450040000090056708320680192034003000100005634800 564879213178263945329415687731926458842351796956748321687192534493587162215634879 bfd83408
3 0 4 457000689003409200000070000908304502604715308305908401000090000006802900289000746 457231689163489257892576134918364572624715398375928461541697823736842915289153746 bd4153d7
3 0 4 005309400000176000790000012500208006910467083600503009870000034000934000003702900 185329467324176895796845312537298146912467583648513729879651234251934678463782951 62f9e239
3 0 4 107000603200735004004806200390407028020050090670209045009108400800642009702000801 157924683286735914934816257395467128428351796671289345569178432813642579742593861 1e49d76d
3 0 4 700183002980205067000000000403526908007010500609738104000000000170802053200354001 765183492981245367342967815413526978827419536659738124538671249174892653296354781 eb8a9a17
3 0 4 721000689900602003060070010042753190107000304056491720070030060400906007638000941 721345689984612573563879412842753196197268354356491728279134865415986237638527941 5b80f4a7
3 0 4 200050008007408900800702005425107869970000034638504721500901003009603200700020006 214359678357468912896712345425137869971286534638594721562971483189643257743825196 858c2c0b
3 0 4 824000156009465800507000309480601032070000080290804071701000208002398700958000463 824739156319465827567182349485671932176923584293854671731546298642398715958217463 46dad945
3 0 4 701000609804070502925168347000314000000050000000826000273581496409030805506000701 731245689864973512925168347652314978148759263397826154273581496419637825586492731 fc02f72
3 0 4 085020970706000305130507062002401500001368400008702100860205093907000204013070650 485623971726189345139547862372491586591368427648752139864215793957836214213974658 8e7a125b
3 0 4 006709800504080702097030150348000619610000078759000423061040980903060201005901300 126759834534186792897234156348572619612493578759618423261347985973865241485921367 be0c10ae
3 0 4 540010093010000050092405670964070235005000900238090716089307120020000080450080069 546712893713869452892435671964178235175623948238594716689357124321946587457281369 efccbf04
3 0 4 864090325000080000902346701300104006006803100100907004508219603000070000241030957 864791325713582469952346781387124596496853172125967834578219643639475218241638957 50a1a1e0
3 0 4 035768290000395000706401308007203400020000070008607900809504102000932000052186740 135768294284395617796421358917253486623849571548617923869574132471932865352186749 401b95a4
3 0 4 123659478009143200000708000080405010090000040040902060000501000006834900918276534 123659478879143256564728193287465319695317842341982765432591687756834921918276534 9d63c1a7
3 0 4 168000957200080001590010024082701340900802006075903210710020095800090003359000182 168234957247589631593617824682751349931842576475963218716328495824195763359476182 e755d3e0
3 0 4 560807013709010506231090874000501000450000037000403000642050391905030708370109052 564827913789314526231695874823571469456982137197463285642758391915236748378149652 85430577
3 0 4 010308070380967012706010304460203058000000000570604023102070805640125037050806040 215348679384967512796512384461293758823751496579684123132479865648125937957836241 b3d23f7e
3 0 4 849000516002000700076891420050010030080504070090030040035729160001000300968000257 849372516312456789576891423654917832283564971197238645435729168721685394968143257 15b898a2
3 0 4 100804009658070234090000070031406790009205300062307450070000020284050617300708005 127834569658179234493562178531486792749215386862397451975641823284953617316728945 f4ed8c8e
3 0 4 007000800546090237900237006083060710100403005075080320300758002824010573009000100 237645891546891237918237456483562719192473685675189324361758942824916573759324168 cfefe363
3 0 4 000060000245000678896457123068040790000608000023010860472135986639000512000020000 317862459245391678896457123168243795954678231723519864472135986639784512581926347 14a97c6f
3 0 4 104608509000429000096070230630080097000914000240060058058040960000197000903806702 124638579375429816896571234631285497587914623249763158758342961462197385913856742 341cfe75
3 0 4 002000300048020690009647500180903045003102800260408031006815400024090150001000700 672589314548321697319647582187963245493152876265478931736815429824796153951234768 68945e0c
3 0 4 007469500064258790090301020502030409300502001908040205020904050083615940009723100 237469518164258793895371624512837469346592871978146235621984357783615942459723186 fbcc9a98
3 0 4 000000000600892001239541687421708359070000010986305724562173948800456002000000000 148637295657892431239541687421768359375924816986315724562173948893456172714289563 d2daf593
3 0 4 000000000900716004126040795312060478078020560569080132637090251800275006000000000 784952613953716824126348795312569478478123569569487132637894251891275346245631987 1e0c7d28
3 0 4 040090070650080091890104053768000312015208940429000865530602089970010026080070030 143596278652387491897124653768459312315268947429731865531642789974813526286975134 3f676326
3 0 4 200613009460805031100427008093000810000070000082000640800532006310906024900741005 258613479467895231139427568593264817641378952782159643874532196315986724926741385 69b62f79
3 0 4 009506100080000060564701892035197420000302000012468370451903786020000040007604200 279586134183249567564731892635197428748352619912468375451923786326875941897614253 4bb0e039
3 0 4 812594367000010000400607002004869500036000290005132400300406009000070000647928153 812594367769213845453687912274869531136745298985132476321456789598371624647928153 64bef6d7
3 0 4 145362789027801340030070060200040007003729400400050003080030010094206530312485976 145362789627891345938574162251643897863729451479158623586937214794216538312485976 30046ed6
3 0 4 002839400004000700896000523927306815000000000685201394419000257003000900008495100 752839461134562789896714523927346815341958672685271394419683257563127948278495136 8b28f6ba
3 0 4 004000600030040080805163207200306005007982100900504008503421806080050030009000700 724895613136247589895163247248316975357982164961574328573421896682759431419638752 a70fd49a
3 0 4 105090308406508102097010460000701000260080059000902000082030940609805207703020506 125496378436578192897213465954761823261384759378952614582637941619845237743129586 493276e1
3 0 4 027060130506207809008305600053080920090402080042070510009704300205601407074090260 427869135536217849918345672753186924691452783842973516169724358285631497374598261 2a86defe
3 0 4 002000600650809034300642007234000195760000042819000763900538006470201058006000300 142357689657819234398642517234786195765193842819425763921538476473261958586974321 a7594b72
3 0 4 100963008030817090798000613409080502070020060206030804547000186060458020300671009 125963748634817295798245613419786532873524961256139874547392186961458327382671459 1c11e564
3 0 4 003090400006208700040305020621704593030010040489503671010907050007402900004050200 273196485156248739948375126621784593735619842489523671812967354567432918394851267 303e123d
3 0 4 740365089058297360000080000600512008504000601800649005000020000016874250280953016 742365189158297364369481572673512948594738621821649735435126897916874253287953416 3bc6f11b
3 0 4 501709203000080000920000071460801032357204816180603059870000024000020000205407108 541769283736182945928345671469851732357294816182673459873916524614528397295437168 16830a5d
3 0 4 708405109600090008450080073946000731000917000127000985860030047500060002203504806 738425169612793458459681273946852731385917624127346985861239547574168392293574816 58cf710c
3 0 4 600010003540607091310802046703000409008463100104000305870501034430706028200040007 687914253542637891319852746723185469958463172164279385876521934431796528295348617 da32447b
3 0 4 235000719046090320800010006460902031000681000910504067700040005084050290351000674 235468719146795328897213456468972531573681942912534867729346185684157293351829674 1888ab4a
3 0 4 126345789804000206950208013072000640400000002098000130280907064605000901719654328 126345789834791256957268413372189645461573892598426137283917564645832971719654328 10f1722
3 0 4 300090002005678100007302400073080640450060073068040920004901300009437500700050004 316594782245678139897312456973285641452169873168743925584921367629437518731856294 8e2ac951
3 0 4 500090003014567820807123605708000106000804000209000304403785201072349560900010007 526498713314567829897123645748932156631854972259671384463785291172349568985216437 fed2388d
3 0 4 000000000254000891796481523470209068039050210620708054582173649947000135000000000 318592476254367891796481523475219368839654217621738954582173649947826135163945782 d2e99696
3 0 4 700090001049000350063040890098456170000709000057831920035080710021000640900010008 782395461149268357563147892298456173314729586657831924435682719821973645976514238 9be9476
3 0 4 056809120180607045400050007061000470800104009042000630200010006370206014015408390 756849123183627945429351867561932478837164259942785631294513786378296514615478392 abab0132
3 0 4 230604089800729006900030004000481000070903010000267000700040008600392005520806031 235614789841729356967538124352481697476953812189267543793145268618392475524876931 ce9a1dcc
3 0 4 019784230067020140000106000970408062000305000130602057000809000083040590094561820 519784236867923145342156789975418362426375918138692457251839674683247591794561823 449acbe8
3 0 4 120603089054000230900000007241030978005978100789010563800000004076000320590207016 127653489654789231938124657241536978365978142789412563812365794476891325593247816 5596ccb4
3 0 4 007060100810000079390105046573020684000040000964050312740603095680000031009010700 457869123816432579392175846573921684128346957964758312741683295685297431239514768 8356ddc4
3 0 4 105604709830791056000205000012000890060070010087000460000309000690127034703508901 125634789834791256976285143312456897469872315587913462251349678698127534743568921 4eb64d17
3 0 4 613502489875469132020000050006000800050803040009000700090000060342916578168307294 613572489875469132924138657436791825751823946289645713597284361342916578168357294 ab1d3dbf
3 0 4 000000000280405079695781234536000982007906400149000657458679321960802045000000000 714293568283465179695781234536147982827956413149328657458679321961832745372514896 4b05d7ee
3 0 4 030942080060000050804106203010307040006829100020405090209603504040000020050294060 537942681162738459894156273915367842476829135328415796289673514643581927751294368 4ca9a83a
3 0 4 526000394300502008800040002051864930003000200079123840900080003100409006768000419 526718394314592678897346152251864937483957261679123845945681723132479586768235419 8e8917f3
3 0 4 621000783870000056543687912000401000050090020000802000435768291160000045298000637 621945783879123456543687912382471569754396128916852374435768291167239845298514637 90f01735
3 0 4 671824359030010060800703002000187000084000510000435000100302006020070080957648231 671824359432519867895763142563187924784296513219435678148352796326971485957648231 dcfd3092
3 0 4 030905020540782013802104507400309001060000040700806005601407302950213076070608090 137965428546782913892134567425379681368521749719846235681497352954213876273658194 c5cd4ffc
3 0 4 459208617800010004023000890910703028230090061560102043082000450700050002395804176 459238617876519234123647895914763528238495761567182943682371459741956382395824176 bf7abe5e
3 0 4 040729080712000394800103002080010020500307009030050070400201007961000238070698040 345729681712586394896143752687914523524367819139852476458231967961475238273698145 7424ad70
3 0 4 140839067600574001007000300702000603050703010304000709009000100200916004560348072 145839267623574891897162345782491653956723418314685729439257186278916534561348972 5a189b45
3 0 4 000000000018257930504316702429000568107000209865000317301629805052841690000000000 273984156618257934594316782429173568137568249865492317341629875752841693986735421 d59a138
3 0 4 051437690700000003300609008417256839000000000923748165600502001100000007079184350 851437692796825413342619578417256839568391724923748165634572981185963247279184356 ecbc70cf
3 0 4 100704008300050001790138045473000612008000400512000983830479026600020009200803004 125794368384256791796138245473985612968312457512647983831479526647521839259863174 8aa8fb52
3 0 4 020000040180309057903527608097000460000493000052000890209185704830704025070000080 725816349186349257943527618397258461618493572452671893269185734831764925574932186 cb421207
3 0 4 000000000900208007060107020713684952508312604624795318050406080200803001000000000 872549136931268547465137829713684952598312674624795318159476283246853791387921465 be9c0df7
3 0 4 070090040504167903109000608890050064060902050240070091403000709706589402020030010 672893145584167923139425678897351264361942857245678391453216789716589432928734516 9d151470
3 0 4 009347800578219346001000700046000520050406030083000670004000900395874261007695400 629347815578219346431568792946731528752486139183952674864123957395874261217695483 c80115b
3 0 4 800274006007358900002601400020406030160703095030509040001805700006947100400162009 819274356647358912352691478925416837164783295738529641291835764586947123473162589 431813d0
3 0 4 020000040410708069309514708080293070500000001090451080601879402850102037070000010 728936145415728369369514728186293574543687291297451683631879452854162937972345816 e4ab6990
3 0 4 107209306052701480003508700204000901010923060305000208001307600039406120506102803 187249356652731489943568712264875931718923564395614278421387695839456127576192843 40e159b0
3 0 4 800070002000193000795204163050000030087356240060000010238407951000839000600020007 813675492426193578795284163954712836187356249362948715238467951571839624649521387 e01d92e5
3 0 4 239108467000000000071306890185634729007010600364927518012503970000000000796402351 239158467648279135571346892185634729927815643364927518812563974453791286796482351 b63061d5
3 0 4 053000240027345890090107050801403905200000003509602408010704080042568710086000530 153986247627345891498127356861473925274859163539612478915734682342568719786291534 2c54b0a
3 0 4 720945036400603002930000057247000913000020000659000728360000081800204005570318049 728945136415673892936182457247856913183729564659431728364597281891264375572318649 1ee8026c
3 0 4 007809100256010389900263007030000090579128643080000010700432005463080271005601900 347859126256714389918263457132546798579128643684397512791432865463985271825671934 5a9fe4d4
3 0 4 070501030510904072930070081300705008720040059800309007480060093160403025090108040 672581934518934672934672581349715268721846359856329417485267193167493825293158746 9dc0f95d
3 0 4 005010900082309560300060002720604095490000076560701084900020001034105620007030400 675812943182349567349567812721684395498253176563791284956428731834175629217936458 b8391fe8
3 0 4 610000034704308501005201600070050010006102900090080020003804700809705102140000085 618597234724368591935241678372459816486172953591683427253814769869735142147926385 3342be6e
3 0 4 000162000070000080564709123082403760030806010017205340159608274040000030000547000 893162457271354689564789123982413765435876912617295348159638274748921536326547891 41d6e249
3 0 4 002539400015682790003070500001000800780203064006000200007020600024367910008415300 672539481415682793893174526251746839789253164346891257137928645524367918968415372 3a8cd14b
3 0 4 007903500400000001698152734710305089040608020380401075951237846200000007004509300 127943568435786291698152734716325489549678123382491675951237846263814957874569312 77585497
3 0 4 670124093000509000109080504040208030506307208080605070208030907000801000460952081 675124893834569712129783564741298635596317248382645179218436957953871426467952381 2ead1be
3 0 4 008405600074689120000020000235706841607000502481203796000070000056912380009508200 128435679574689123963127458235796841697841532481253796812374965756912384349568217 93e47700
3 0 4 300586001000000000596301824437020169000907000859010732215703648000000000700162003 342586971178249356596371824437825169621937485859614732215793648963458217784162593 5191e096
# Сложность Средне
## Сложность Средне, Симметрия Без симметрии
3 1 1 060050020900000030702193050000008170000005200000700060075900003300074000489000600 863457921951286734742193856534628179697315248128749365275961483316874592489532617 35daa5c5
3 1 1 005000010000003000800502046006000071240000000000901005580100007610008054009430000 435689712162743589897512346956324871241857693378961425584196237613278954729435168 64e3f84b
3 1 1 000040905306000010800050000945100002000075008070060050000503089000000300780009501 127846935356792814894351267945138672631275498278964153462513789519487326783629541 1e9648f6
3 1 1 700003000000000100023004050000020005500007041480051236309500000000000002001009504 715263489648795123923814657136428975592637841487951236369542718854176392271389564 420ae8f0
3 1 1 400796000000040769090123000007000800050200006000004002060030045000000300270005000 485796123312548769796123458627359814854271936931864572168937245549612387273485691 26992fcf
3 1 1 054009002007000003030050400000080000009072000600903500580090001000006020060010740 854369172197428653236157489375681294419572836628943517582794361741836925963215748 63e25389
3 1 1 000000206009000407060050019190080045000090000005004300900020000020015000007900524 571849236839162457462357819196283745743591682285674391958426173324715968617938524 ac21034a
3 1 1 080900230200000006045100000000040901600007000000008350008729000020006000000030005 186975234279384516345162879857243961631597482492618357518729643723456198964831725 85f71bd4
3 1 1 000000090200003400900006003700000050081400720052000109009280300030000007604500080 813745692265193478947826513796312854381459726452678139179284365538961247624537981 1b3eb41e
3 1 1 000007000720000090910000000073100000009634107004005000030001005060400012500706400 345917826726348591918562743673189254259634187184275369432891675867453912591726438 20423d76
3 1 1 208000005001009820000004000010008900605490002879050000000000714020000009500700060 268371495741569823953284671412638957635497182879152346386925714127846539594713268 20b9ad13
3 1 1 000030091003049520807000030306000000000023810070500000900000470200150006000400100 425836791613749528897215634386971245549623817172584369951368472234157986768492153 5c11a365
3 1 1 109042080080079230300500701000000000590060000200900305020700000000000107000050600 179342586685179234342586791817435962593267418264918375426791853958623147731854629 b677ea89
3 1 1 000504600003801900094000000000000802860000497100900000000200050350408000200007300 718594623623871945594623781935746812862315497147982536476239158351468279289157364 1b84a2b8
3 1 1 067130080030000072090047000410000200000803100020000006000000003009076001053004000 567132489134598672892647315415769238976823154328451796741285963289376541653914827 6e3fa770
3 1 1 000800000000060902000023058000002100910000004000371005400000500057009000009030670 125894367348567912796123458573942186912658734864371295431786529657219843289435671 669f9f56
3 1 1 087103020602080000000000080000409030000000097070050400000540800801007200300001070 587193624612784359943625781265479138438216597179358462796542813851937246324861975 2fb8233d
3 1 1 300090020000000089010720000930050000507830060020000500400002800103009000000600073 384596127752143689619728345936254718547831962821967534465372891173489256298615473 6f0d86e2
3 1 1 400970080037006100802000400601008004000000900008504000000030040260000000040001023 416972385537486192892153467651398274324617958978524631185239746263745819749861523 c1150c20
3 1 1 080030200760001000000006000010005000003004076900060100450007010090003680130042009 581439267769821435342756891614375928823194576975268143456987312297513684138642759 b16572d9
3 1 1 000900000000140000542067000000090034350000070794000000007000100000806029030070605 173985462986142357542367891621798534358214976794653218867529143415836729239471685 379bc6fa
3 1 1 060040000400003780200080106007000050093510008000000000001090570006004000052008000 768941235415623789239785146187462953693517428524839617841396572376254891952178364 5e9ebe8f
3 1 1 400080010980000467201070009040008003000200070059100006360020000000000000000045000 476589312985312467231476589742658193613294875859137246368721954594863721127945638 4e12e8a7
3 1 1 020097000306040801090163400000000036000050180800000040000000002700930600054610000 421897563376245891598163427145789236237456189869321745683574912712938654954612378 cc460bb0
3 1 1 026000700000000000097160004030002070040500910001700600500000000004800093080004520 326459781415287369897163254638912475742536918951748632579321846264875193183694527 1ddc699
3 1 1 000000006050300700000751400008000540406000807502400000605070004700203000040100209 187924356254386791369751428918637542436592817572418963625879134791243685843165279 c23250c1
3 1 1 001504070500070000800230400020000507000600021000000809962001000100350080000000090 231594678546178932897236415628913547459687321713425869962841753174359286385762194 64e8b811
3 1 1 001620030030080010000000004800000043409070600000000950062030400074000201000900000 541627839736489512298153764857296143419375628623814957962731485374568291185942376 7a9bfef3
3 1 1 000090005070000030800506000008135060001600074030000000000000081017068000089407603 126793845475821936893546127748135269951682374632974518364259781517368492289417653 587662b3
3 1 1 405000301079000400010005000040000120080040000000010650708004003190800200000900580 425689371879123465316475892547396128681542739932718654758264913193857246264931587 8cebca9b
3 1 1 070001000400200090000090608005048912000500000006020000021003000000705120507000400 679851234483276591152394678735648912214539867896127345921483756348765129567912483 a8867a82
3 1 1 003080100056902004900003850002300900600805300000004080500030460000000507009700010 743586129856912734921473856182367945694825371375194682517239468238641597469758213 90618a91
3 1 1 082940060000000034000500810060000000801000023300719040400000001000406000008020000 182943567657182934943567812764238159891654723325719648436895271219476385578321496 9a2eba3f
3 1 1 003600009070800050600000700016070040009030000320100600800924001200000000960710000 153647289472891356698352714516279843789436125324185697837924561241563978965718432 8420f68a
3 1 1 073000020000109000002007840800010000009508003020090400040800630600270000000000078 173485926486129357592637841854312769769548213321796485947851632618273594235964178 11cec73
3 1 1 234006180010090000095003600000008200150040000008300001000420003000069700070000005 234756189816294537795183624347918256159642378628375941561427893483569712972831465 e1f443a7
3 1 1 002100009900680034340902000010008002000000405000240000200309780700000900080000000 852134679971685234346972158417598362628713495593246817264359781735821946189467523 c2184c1e
3 1 1 009150030005602700001000420500008000010006040020005180000070200002960000030500810 249157638385642791761389425573418962918236547426795183194873256852961374637524819 45fc26f4
3 1 1 006008000253100000897030005500001067608070000070004000301007080000980700000005002 146758923253149678897236145534891267618572394972364851361427589425983716789615432 eef217ff
3 1 1 786004003054000080020001050000900200000015060001280005002600040000038600000000100 786524913154369782923871456865943271239715864471286395312697548547138629698452137 a205108a
3 1 1 105004000000000690807601000000300007500020080009000000000970060003040000040865730 165294378324587691897631245482356917516729483739418526258973164673142859941865732 1ca50c6f
3 1 1 001003400000000089000608001093000000700090000810004902000001564300009017070400800 681973425437215689259648731593827146742196358816354972928731564364589217175462893 7cd227f3
3 1 1 080000007002000008060009132001437200920051000400000050640000020300000000000503670 183265947792314568564789132851437296927651483436892751649178325375926814218543679 328d92a1
3 1 1 309050601410060000000081000520910700080020060006000500001502006050100930000000000 379254681418369257265781394523916748987425163146837529831592476654178932792643815 d65b0c15
3 1 1 080004970040107000900000600070030006800700000493201005000000360000450100060000800 385624971642197538917583642271835496856749213493261785524918367738456129169372854 b76a2591
3 1 1 000000050100000040000180000040000069200649815050000002060070184470200000000050030 384762951126395748795184623841527369237649815659831472562973184473218596918456237 f24fa5e
3 1 1 020040800000781900010203000050090000003007100002060030800000609500030080076000000 725946813364781952918253476157394268683527194492168537831475629549632781276819345 dd3ccfd5
3 1 1 000700261210800003000900040400006007570000000602000059700045000000310080000000700 849753261215864973367921548491536827578492316632178459783645192924317685156289734 d8ba5339
3 1 1 017890000006304009800010000030900006609037400070001000060050072200008000000000054 317896245526374189894512367138945726659237418472681593961453872245768931783129654 7cfe465a
3 1 1 000000070000901040009000203800500300007010400300400001036004005502309100780050000 163245879278931546459768213814526397697813452325497681936184725542379168781652934 e4c61d6f
3 1 1 006300000000100009090526000041000000900200000560070901650000043080600000700043050 126394578435187269897526314241935786978261435563478921652719843384652197719843652 ed711615
